,GenBank ID,Accession,Description,Collection Date,Geographic Location,Sequence Length,Host,Intervals Total Length,Intervals Mean Length
689,KJ713298.1,KJ713298.1,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-363, complete genome",Nov-2013,['Saudi Arabia'],30083,Camelus dromedarius,324.0,9.818181818181818
690,KJ713297.1,KJ713297.1,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-503, complete genome",Nov-2013,['Saudi Arabia'],30114,Camelus dromedarius,354.0,9.833333333333334
691,KJ713296.1,KJ713296.1,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-378, complete genome",Nov-2013,['Saudi Arabia'],30113,Camelus dromedarius,324.0,9.818181818181818
692,KJ713295.1,KJ713295.1,"Middle East respiratory syndrome coronavirus isolate KSA-CAMEL-505, complete genome",Nov-2013,['Saudi Arabia'],30113,Camelus dromedarius,324.0,9.818181818181818
693,KJ156952.1,KJ156952.1,"Middle East respiratory syndrome coronavirus isolate Riyadh_4_2013, complete genome",01-Mar-2013,['Saudi Arabia'],30054,Homo sapiens,324.0,9.818181818181818
694,KJ156949.1,KJ156949.1,"Middle East respiratory syndrome coronavirus isolate Taif_1_2013, complete genome",12-Jun-2013,['Saudi Arabia'],30055,Homo sapiens,324.0,9.818181818181818
695,KJ156944.1,KJ156944.1,"Middle East respiratory syndrome coronavirus isolate Riyadh_5_2013, complete genome",02-Jul-2013,['Saudi Arabia'],30055,Homo sapiens,324.0,9.818181818181818
696,KJ156934.1,KJ156934.1,"Middle East respiratory syndrome coronavirus isolate Riyadh_14_2013, complete genome",15-Aug-2013,['Saudi Arabia'],30055,Homo sapiens,324.0,9.818181818181818
697,KJ156910.1,KJ156910.1,"Middle East respiratory syndrome coronavirus isolate Hafr-Al-Batin_2_2013, complete genome",05-Aug-2013,['Saudi Arabia'],30055,Homo sapiens,324.0,9.818181818181818
698,KJ156881.1,KJ156881.1,"Middle East respiratory syndrome coronavirus isolate Wadi-Ad-Dawasir_1_2013, complete genome",12-Jun-2013,['Saudi Arabia'],30055,Homo sapiens,324.0,9.818181818181818
699,KJ156874.1,KJ156874.1,"Middle East respiratory syndrome coronavirus isolate Hafr-Al-Batin_6_2013, complete genome",28-Aug-2013,['Saudi Arabia'],30055,Homo sapiens,324.0,9.818181818181818
700,KJ156869.1,KJ156869.1,"Middle East respiratory syndrome coronavirus isolate Riyadh_9_2013, complete genome",17-Jul-2013,['Saudi Arabia'],30055,Homo sapiens,324.0,9.818181818181818
701,KJ156866.1,KJ156866.1,"Middle East respiratory syndrome coronavirus isolate Al-Hasa_25_2013, complete genome",02-May-2013,['Saudi Arabia'],30054,Homo sapiens,324.0,9.818181818181818
702,KF961222.1,KF961222.1,"Middle East respiratory syndrome coronavirus isolate Qatar4, complete genome",17-Oct-2013,['Qatar'],30086,Homo sapiens,324.0,9.818181818181818
703,KF961221.1,KF961221.1,"Middle East respiratory syndrome coronavirus isolate Qatar3, complete genome",13-Oct-2013,['Qatar'],30090,Homo sapiens,324.0,9.818181818181818
704,KF745068.1,KF745068.1,"Middle East respiratory syndrome coronavirus isolate FRA/UAE, complete genome",07-May-2013,['France'],29901,Homo sapiens,324.0,9.818181818181818
705,NC_038294.1,NC_038294.1,"Betacoronavirus England 1 isolate H123990006, complete genome",11-Sep-2012,['United Kingdom'],30111,Homo sapiens,316.0,9.875
706,KJ473821.1,KJ473821.1,"BtVs-BetaCoV/SC2013, complete genome",07-JUL-2017,['China'],30423,Vespertilio superans,758.0,10.106666666666667
707,KC869678.4,KC869678.4,"Coronavirus Neoromicia/PML-PHE1/RSA/2011, complete genome",2011,['South Africa'],30111,Neoromicia capensis,266.0,9.5
708,KJ614529.1,KJ614529.1,"Human betacoronavirus 2c Jordan-N3/2012 isolate MG167, complete genome",18-JUN-2014,,30094,,324.0,9.818181818181818
709,KC164505.2,KC164505.2,"Betacoronavirus England 1, complete genome",11-Sep-2012,['United Kingdom'],30111,Homo sapiens,316.0,9.875
710,KC667074.1,KC667074.1,"Human betacoronavirus 2c England-Qatar/2012, complete genome",19-Sep-2012,['United Kingdom: England'],30112,Homo sapiens,316.0,9.875
711,KC776174.1,KC776174.1,"Human betacoronavirus 2c Jordan-N3/2012, complete genome",Apr-2012,['Jordan'],30030,Homo sapiens,324.0,9.818181818181818
712,JX869059.2,JX869059.2,"Human betacoronavirus 2c EMC/2012, complete genome",13-Jun-2012,,30119,Homo sapiens,324.0,9.818181818181818
